PMID	Title	Abstract	Author	Affiliation	Journal	Date
17688143	"Brief commentary on ""perceived verbal aggressiveness of coaches in volleyball and"	"This note contains a brief critical commentary of Bekiari, et al.'s 2006 paper on perceived verbal aggressiveness of coaches. Corrections are made to the description
of Lemieux, et al.'s 2002 research, and a weakness in Bekiari, et al's study is
identified.
"	McKelvie SJ	Bishop's University	Perceptual and motor skills	8/11/07 9:00
10646248	Set of criteria for the actual quality evaluation of the elite basketball players.	"The paper comprises a proposition of nineteen criteria for the actual quality (situation-related efficiency/performance) evaluation in the elite basketball
players (seven criteria for the efficiency on defence and twelve for the efficiency
on offence) regarding all the playing positions. Coaches and other practitioners
connected to the domain of basketball could utilize this set of criteria for the
individual and team aspects of the performance follow-up and assessment in players
throughout their sports career, from the cadettes' to the senior selections.
Proposed set of criteria is the pressumption for the exact scientific and expert
approach to the basketball performance (situation-related efficiency) evaluation and
prediction--criterion variable. Weighting factors (coefficients of significance) for
each criterion in relation to the playing positions should be determined on the next
stage of developing a system of the performance evaluation criteria.
"	Trninić S|Perica A|Dizdar D	University of Zagreb	Collegium antropologicum	1/26/00 9:00
20664369	The effects of 4 weeks of jump training on landing knee valgus and crossover hop	"Female basketball players would appear particularly prone to knee injuries. These injuries have been associated with the nature of the sport, but more specifically
with the particular movement strategies adopted. A valgus or abducted position of
the knee on landing has been reported to be associated with a number of different
knee injuries. Jump-training programs have been reported to improve both landing
knee valgus and functional performance. The majority of the jump-training programs
have been of 6 weeks' duration, 3 sessions per week often lasting up to 1 hour. For
most sports coaches, team conditioners, and athletes, this duration and program
length is not acceptable. The aim of this study was to assess if an abridged
jump-training program could have similar effects to those previously reported.
Fifteen female basketball players had their knee valgus angles assessed during 2
landing tasks, drop jump landing, and when undertaking a jump shot and along with
crossover hop distance before and after a progressive jump-training program. The
jump-training program lasted 4 weeks, 3 times per week, each session lasting 15
minutes. After training, crossover hop distance showed an average percentage
improvement on distance jumped of 73.6% (p = 0.001); the drop jump knee valgus angle
in the left leg on average was reduced by 9.8° (p = 0.002), right leg reduced by
12.3° (p = 0.0001); during the jump shot, the knee valgus angle in the left leg
showed a mean reduction of 4.5° (p = 0.035), and the right leg was reduced by 4.3°
(p = 0.01). The study undertaken achieved comparable results to those previously
reported with an abridged program over considerably shortened session duration and
training period.
"	Herrington L	University of Salford	Journal of strength and conditioning research	7/29/10 6:00
10895549	System of the performance evaluation criteria weighted per positions in the	"Based upon the expertise performed by ten basketball professional relative importance coefficients with regard to positions in the game were determined for
nineteen performance evaluation criteria. High degree of interobservers agreement
was obtained concerning all positions (from 0.91 to 0.98). In concordance with the
obtained results the particular play positions were explicitly described, as well as
similarities and differences between them were determined from the aspect of the
single criteria importance. The following criteria had an above average importance
for the: Position 1--levels of defensive pressure, transition defense efficiency,
the ball control, passing skills, dribble penetration, outside shots, and transition
offence efficiency; Position 2--level of defensive pressure, transition defense
efficiency, outside shots, dribble penetration, offence without the ball, and
transition offence efficiency; Position 3--transition defense efficiency, outside
shots, dribble penetration, offense without the ball, free throws, and transition
offence efficiency; Position 4--defensive and offensive rebounding efficiency,
inside shots, dribble penetration, efficiency of screening, and free throws;
Position 5--defensive and offensive rebounding efficiency, inside shots, dribble
penetration, efficiency of screening, drawing fouls and three-point plays, and free
throws. The research results could be usefully applied by the basketball
practitioners to selecting and following-up players, the teching-learning process
directing and improving, the training process programming and the transformational
effects controlling.
"	Trninić S|Dizdar D	Basketball Club Cibona	Collegium antropologicum	7/15/00 11:00
24973135	The too-much-talent effect: team interdependence determines when more talent is too	"Five studies examined the relationship between talent and team performance. Two survey studies found that people believe there is a linear and nearly monotonic
relationship between talent and performance: Participants expected that more talent
improves performance and that this relationship never turns negative. However,
building off research on status conflicts, we predicted that talent facilitates
performance-but only up to a point, after which the benefits of more talent decrease
and eventually become detrimental as intrateam coordination suffers. We also
predicted that the level of task interdependence is a key determinant of when more
talent is detrimental rather than beneficial. Three archival studies revealed that
the too-much-talent effect emerged when team members were interdependent (football
and basketball) but not independent (baseball). Our basketball analysis also
established the mediating role of team coordination. When teams need to come
together, more talent can tear them apart.
"	Swaab RI|Schaerer M|Anicich EM|Ronay R|Galinsky AD	Management Department	Psychological science	6/29/14 6:00
24580142	Secular trend: morphology and performance.	"In a context of morphological expansion of the general population, how do athletes follow such a pattern of anthropometric growth? Is there any relation to
performance? Biometric data including mass, height, body mass index (BMI) and age
were collected for 50,376 American athletes representing 249,336 annual performers
playing in professional baseball, football, ice hockey and basketball. Distributions
by mass in National Football League (NFL) players are described by periods. Field
goals have been studied in relation to players' height in the National Basketball
Association (NBA). Between 1871 and 2011, athletes from the four sports have
increased significantly in mass, height and BMI, following a multi-exponential
function series. Consequently, biometric differences between athletes and the
general population are increasing gradually. Changes in the mass distribution within
the NFL show the emergence of a biometrical specificity in relation to the field
position. At the professional level, performance remains structured around precise
biometric values. In the NBA, a height-attractor at 201.3 ± 6.3 cm for the best
scorers is invariant, regardless of the level of play. These results suggest that
laws of growth and biometrics drive high-level sport and organise performance around
the specific constraint of each field position. Discrepancies between some mass and
height developments question the (disproportionate) large mass increase (relative to
the height increase) during the 1980s and 1990s.
"	Sedeaud A|Marc A|Schipman J|Schaal K|Danial M|Guillaume M|Berthelot G|Toussaint JF	Institut de Recherche bioMédicale et d'Epidémiologie du Sport	Journal of sports sciences	3/4/14 6:00
17194244	Acute effects of static stretching on peak torque and mean power output in National	"The purpose of this study was to examine the acute effects of static stretching on peak torque (PT) and mean power output (MP) during maximal, voluntary concentric
isokinetic leg extensions at 60 and 300 degrees .s(-1) in National Collegiate
Athletic Association Division I Women's Basketball players. Eleven members of a
women's basketball team volunteered to perform maximal concentric isokinetic leg
extensions at 60 and 300 degrees .s(-1) on a calibrated Biodex System 3 dynamometer.
After the initial isokinetic testing, the dominant leg extensors were stretched
using 1 unassisted and 3 assisted static stretching exercises. The poststretching
isokinetic assessments were repeated at 5, 15, 30, and 45 minutes after the static
stretching (post-5, post-15, post-30, and post-45). PT (N.m) and MP (W) were
recorded by dynamometer software. The results indicated no stretching-related
changes in PT (p = 0.161) or MP (p = 0.088) from pre- to poststretching for any of
the testing intervals (post-5, post-15, post-30, and post-45). These findings
indicated that the static stretching had no impact on PT or MP during maximal,
voluntary concentric isokinetic muscle actions in collegiate women's basketball
players. In conjunction with previous studies, these findings suggested that trained
athletes may be less susceptible to the stretching-induced force deficit than
untrained, nonathletes.
"	Egan AD|Cramer JT|Massey LL|Marek SM	University of Oklahoma	Journal of strength and conditioning research	12/30/06 9:00
27831718	Expert players accurately detect an opponent's movement intentions through sound	"Sounds offer a rich source of information about events taking place in our physical and social environment. However, outside the domains of speech and music, little is
known about whether humans can recognize and act upon the intentions of another
agent's actions detected through auditory information alone. In this study we
assessed whether intention can be inferred from the sound an action makes, and in
turn, whether this information can be used to prospectively guide movement. In 2
experiments experienced and novice basketball players had to virtually intercept an
attacker by listening to audio recordings of that player's movements. In the first
experiment participants had to move a slider, while in the second one their body, to
block the perceived passage of the attacker as they would in a real basketball game.
Combinations of deceptive and nondeceptive movements were used to see if novice
and/or experienced listeners could perceive the attacker's intentions through sound
alone. We showed that basketball players were able to more accurately predict final
running direction compared to nonplayers, particularly in the second experiment when
the interceptive action was more basketball specific. We suggest that athletes
present better action anticipation by being able to pick up and use the relevant
kinematic features of deceptive movement from event-related sounds alone. This
result suggests that action intention can be perceived through the sound a movement
makes and that the ability to determine another person's action intention from the
information conveyed through sound is honed through practice. (PsycINFO Database
Record
"	Camponogara I|Rodger M|Craig C|Cesari P	Biomedical  Movement Sciences	Journal of experimental psychology. Human perception and performance	11/11/16 6:00
26930279	Selective Efficacy of Static and Dynamic Imagery in Different States of Physical	"There is compelling evidence that motor imagery contributes to improved motor performance, and recent work showed that dynamic motor imagery (dMI) might provide
additional benefits by comparison with traditional MI practice. However, the
efficacy of motor imagery in different states of physical fatigue remains largely
unknown, especially as imagery accuracy may be hampered by the physical fatigue
states elicited by training. We investigated the effect of static motor imagery
(sMI) and dMI on free-throw accuracy in 10 high-level basketball athletes, both in a
non-fatigued state (Experiment 1) and immediately after an incremental running test
completed until exhaustion (20 m shuttle run-test-Experiment 2). We collected
perceived exhaustion and heart rate to quantify the subjective experience of fatigue
and energy expenditure. We found that dMI brought better shooting performance than
sMI, except when athletes were physically exhausted. These findings shed light on
the conditions eliciting optimal use of sMI and dMI. In particular, considering that
the current physical state affects body representation, performing dMI under fatigue
may result in mismatches between actual and predicted body states.
"	Kanthack TF|Guillot A|Altimari LR|Nunez Nagy S|Collet C|Di Rienzo F	Université de Lyon	PloS one	3/2/16 6:00
11806595	Different types of asynchronous music and effects on performance of basketball foul	"48 undergraduate women performed basketball foul shots with and without background music. Slow music, fast music, and music personally selected by subjects did not
significantly affect shooting performance.
"	Geisler G|Leith LM	University of Toronto	Perceptual and motor skills	1/25/02 10:00
15320641	Vertical jump, anaerobic power, and shooting accuracy are not altered 6 hours after	"We measured vertical jump, anaerobic power, and shooting accuracy in 18 Division I women basketball players (age 18-22 years) 6 hours following a morning strength
training routine called a lift day (LD) and on a control day in which no strength
training was performed. Subjects had been strength trained for 4 weeks prior to
testing. The strength training session on lift day was a full-body workout and
included 7 exercises performed in 3-6 sets at loads ranging from a 5 to 12
repetition maximum (RM). There were no significant differences in jump height with 2
legs (49.5 +/- 4.8 cm and 49.0 +/- 4.8 cm, LD and control, respectively), relative
mean power output over 30 seconds on a Wingate bicycle test (6.4 +/- 0.8 W.kg(-1)
and 6.6 +/- 0.7 W.kg(-1), LD and control, respectively), or shooting accuracy over
60 seconds (21.5 +/- 3.8 points/min and 21.3 +/- 4.1 points/min, LD and control,
respectively). These data suggest that in collegiate women basketball players, a
previous bout of strength training has no negative effect on vertical jump height,
anaerobic power, or shooting accuracy.
"	Woolstenhulme MT|Bailey BK|Allsen PE	Brigham Young University	Journal of strength and conditioning research	8/24/04 5:00
28685651	Successful Transfer of a Motor Learning Strategy to a Novel Sport.	"This study investigated whether secondary school students who were taught a motor learning strategy could transfer their knowledge of the strategy to learning a novel
task. Twenty adolescents were randomly allocated to a strategy or control group. The
strategy group was taught Singer's five-step learning strategy, while the control
group received information on the evolution and biomechanics of the basketball free
throw. Both groups received three 1-hour practice sessions on a modified basketball
shooting task. After one month, participants were introduced to the transfer task,
golf putting. Performance accuracy was recorded for all tasks, and participants
completed questionnaires regarding strategy use during practice. Participants taught
the five-step learning strategy successfully recalled and applied it after a 1-month
interval, and they demonstrated superior performance on both acquisition and
transfer tasks, relative to the control group. Physical education teachers and
coaches should consider using this learning strategy to enhance the learning of
closed motor skills.
"	Kearney PE|Judge P	University of Chichester	Perceptual and motor skills	7/8/17 6:00
12450679	Aiming at a far target under different viewing conditions: visual control in	"Most research on visual search in aiming at far targets assumes preprogrammed motor control implying that relevant visual information is detected prior to the final
shooting or throwing movements. Eye movement data indirectly support this claim for
stationary tasks. Using the basketball jump shot as experimental task we
investigated whether in dynamic tasks in which the target can be seen until ball
release, continuous, instead of preprogrammed, motor control is possible. We tested
this with the temporal occlusion paradigm: 10 expert shooters took shots under four
viewing conditions, namely, no vision, full vision, early vision (vision occluded
during the final +/-350 ms before ball release), and late vision (vision occluded
until these final +/-350 ms). Late-vision shooting appeared to be as good as
shooting with full vision while early-vision performance was severely impaired. The
results imply that the final shooting movements were controlled by continuous
detection and use of visual information until ball release. The data further suggest
that visual and movement control of aiming at a far target develop in close
correspondence with the style of execution.
"	Oudejans RR|van de Langenberg RW|Hutter RI	Vrije Universiteit	Human movement science	11/27/02 4:00
17943672	Shooting mechanics related to player classification and free throw success in	"To determine what factors are associated with successful free throw (FT) shooting in wheelchair basketball and to examine the relationship between shooting mechanics and
player classification, a biomechanical analysis of clean shots was undertaken.
Significant differences were observed between the player classes in FT shooting
mechanics employed for a clean shot. Players from Classes 1 and 2 tended to release
the ball from a lower height, with greater velocity and release angle. They
demonstrated a smaller shoulder flexion angle at release and a greater maximum
velocity at the shoulder and elbow. The clean shots of Classes 1 and 2 demanded
greater accuracy with respect to release velocity and angle, yet the resulting ball
trajectory displayed a greater margin for error than the shots observed in the upper
classes. However, based on overall shooting percentage, the upper classes did not
appear to take advantage of the predicted benefits provided by a higher ball release
height.
"	Malone LA|Gervais PL|Steadward RD	Lakeshore Foundation	Journal of rehabilitation research and development	10/19/07 9:00
27642526	Mirror Visual Feedback Training Improves Intermanual Transfer in a Sport-Specific	"Mirror training therapy is a promising tool to initiate neural plasticity and facilitate the recovery process of motor skills after diseases such as stroke or
hemiparesis by improving the intermanual transfer of fine motor skills in healthy
people as well as in patients. This study evaluated whether these augmented
performance improvements by mirror visual feedback (MVF) could be used for learning
a sport-specific skill and if the effects are modulated by skill level. A sample of
39 young, healthy, and experienced basketball and handball players and 41 novices
performed a stationary basketball dribble task at a mirror box in a standing
position and received either MVF or direct feedback. After four training days using
only the right hand, performance of both hands improved from pre- to posttest
measurements. Only the left hand (untrained) performance of the experienced
participants receiving MVF was more pronounced than for the control group. This
indicates that intermanual motor transfer can be improved by MVF in a sport-specific
task. However, this effect cannot be generalized to motor learning per se since it
is modulated by individuals' skill level, a factor that might be considered in
mirror therapy research.
"	Steinberg F|Pixa NH|Doppelmayr M	Johannes Gutenberg University Mainz	Neural plasticity	9/20/16 6:00
19561174	Effects of sports injury prevention training on the biomechanical risk factors of	"BACKGROUND: Female athletes have a higher risk of anterior cruciate ligament injury than their male counterparts who play at similar levels in sports involving pivoting
and landing. HYPOTHESIS: The competitive female basketball players who participated
in a sports injury prevention training program would show better muscle strength and
flexibility and improved biomechanical properties associated with anterior cruciate
ligament injury than during the pretraining period and than posttraining parameters
in a control group. STUDY DESIGN: Controlled laboratory study. METHODS: A total of
22 high school female basketball players were recruited and randomly divided into 2
groups (the experimental group and the control group, 11 participants each). The
experimental group was instructed in the 6 parts of the sports injury prevention
training program and performed it during the first 20 minutes of team practice for
the next 8 weeks, while the control group performed their regular training program.
Both groups were tested with a rebound-jump task before and after the 8-week period.
A total of 21 reflective markers were placed in preassigned positions. In this
controlled laboratory study, a 2-way analysis of variance (2 x 2) experimental
design was used for the statistical analysis (P < .05) using the experimental group
and a testing session as within and between factors, respectively. Post hoc tests
with Sidak correction were used when significant factor effects and/or interactions
were observed. RESULTS: A comparison of the experimental group's pretraining and
posttraining results identified training effects on all strength parameters (P =
.004 to .043) and on knee flexion, which reflects increased flexibility (P = .022).
The experimental group showed higher knee flexion angles (P = .024), greater
interknee distances (P = .004), lower hamstring-quadriceps ratios (P = .023), and
lower maximum knee extension torques (P = .043) after training. In the control
group, no statistical differences were observed between pretraining and posttraining
findings (P = .084 to .873). At pretraining, no significant differences were
observed between the 2 groups for any parameter (P = .067 to .784). However, a
comparison of the 2 groups after training revealed that the experimental group had
significantly higher knee flexion angles (P = .023), greater knee distances (P =
.005), lower hamstring-quadriceps ratios (P = .021), lower maximum knee extension
torques (P = .124), and higher maximum knee abduction torques P (= .043) than the
control group. CONCLUSION: The sports injury prevention training program improved
the strength and flexibility of the competitive female basketball players tested and
biomechanical properties associated with anterior cruciate ligament injury as
compared with pretraining parameters and with posttraining parameters in the control
group. CLINICAL RELEVANCE: This injury prevention program could potentially modify
the flexibility, strength, and biomechanical properties associated with ACL injury
and lower the athlete's risk for injury.
"	Lim BO|Lee YS|Kim JG|An KO|Yoo J|Kwon YH	Seoul National University	The American journal of sports medicine	6/30/09 9:00
8481969	Rehabilitation of anterior cruciate ligament injuries.	"Rehabilitation of the anterior cruciate ligament absent or reconstructed knee is becoming a true artform. Accelerated, but controlled rehabilitation, is becoming
more commonplace. Scientific-based data along with clinical experiences are the
basis of the rehabilitation guidelines brought forth in this article. Anterior
cruciate ligament strain and implications for exercise, continuous passive motion,
proprioceptive exercise, and the role of knee bracing are all discussed in relation
to the overall rehabilitation program.
"	Halling AH|Howard ME|Cawley PW	HEALTHSOUTH Sportsmedicine  Rehabilitation Center of Phoenix	Clinics in sports medicine	4/1/93 0:00
10727077	Nutrition antioxidant status and oxidative stress in professional basketball	"Professional basketball players of the First Spanish League (ACB) are highly trained athletes performing high training loads and competition sessions. As intense
physical activity has been suggested to increase free radical production, we
examined the effects of a vitamin antioxidant mixture on the degree of oxidative
stress in these athletes. Subjects received either 600 mg alpha-tocopherol, 1,000 mg
vitamin C and 32 mg beta-carotene, or a placebo over 32 days during a regular
competition season. Plasma concentrations of alpha-tocopherol, vitamin C,
beta-carotene, retinol, lipoperoxides (LPO), and the total antioxidant status (TAS)
were analysed before and after treatment. Lipoperoxide plasma levels decreased
significantly (p < 0.05) in the vitamin antioxidant supplemented group. The LPO/TAS
ratio decreased about 15.3% in this group indicating a reduction in oxidative
stress. Vitamin C dropped dramatically (p < 0.03, mean 15.4 micromol/L) in the
placebo group leading to a marginal plasma vitamin C concentration (from 11 to less
than 28 micromol/L). The results of this study suggest that the administered vitamin
antioxidant mixture decreases oxidative stress and avoids the development of a
marginal vitamin C status in professional basketball player during habitual
training.
"	Schröder H|Navarro E|Tramullas A|Mora J|Galiano D	Sports Medicine Barcelona	International journal of sports medicine	3/22/00 9:00
12187371	A report of two cases of volar and dorsal fractures of the middle phalanx caused by	"We present two rare cases of volar and dorsal fractures of the middle phalanx at the proximal interphalangeal joint (PIPJ). The first case was a 16-year-old girl. She
hurt her middle finger while playing basketball. A lateral radiograph revealed volar
and dorsal fractures of the middle phalanx. She underwent external immobilization of
the PIPJ in 30 degrees of flexion with a splint for 3 weeks. The fractures healed 7
weeks after the injury with neither tenderness nor limitation of range of motion.
The second case was a 16-year-old boy. He injured his index finger while playing
basketball, and underwent immobilization of the PIPJ for 3 weeks. At 10 weeks after
the injury, the dorsal fracture was almost healed, but the displacement of the volar
fragment had worsened. At a 3-year follow-up, the dorsal fragment was healed, but
the volar fragment remained in a site of nonunion. However, there was neither
residual deformity nor restriction of movement.
"	Murashige R|Nakayama Y|Kobayashi K|Uesaka S|Tanaka K|Ito H|Sawaizumi T|Yoshihara K	Nippon Medical School Second Hospital	Journal of Nippon Medical School = Nippon Ika Daigaku zasshi	8/21/02 10:00
23829153	Relationship between perceived and actual motor competence among college students.	"The relationship between perceived and actual motor competence was examined among college students. Participants were 114 college students (55 men, 59 women; M age =
22.3 yr., SD = 3.9). All participants completed a short survey on perception of
motor competence in basketball and took a Control Basketball Dribble Test to assess
their actual motor skill. Perceived motor competence in basketball was significantly
related to basketball dribbling performance. Given the positive relationship between
actual motor competence and perceived competence, enhancing an individual's actual
motor competence may contribute to their perceived competence, which may improve an
individual's physical activity participation.
"	Wang J|Liu W|Bian W	California State University	Perceptual and motor skills	7/9/13 6:00
16780260	[The risk of mitral pathology in marphanoid female basketball players].	"Recently much research has been done focusing on the problem of athlete's heart as a physiological phenomenon as well as a cause of morbidity or even mortality. The
question rises whether pathology discovered in some athletes was primary or
developed after professional excessive training program. THE AIM: We studied a group
of young female athletes (basketball players) to test the hypothesis that marfanoid
habitus, favorable in this sport, could bear predisposition for pathology of the
heart. MATERIAL AND METHODS: We studied 38 young female athletes, mean age 15 (+/-
1.8) years, participants of special education program for talented sportsmen from
all over Poland. Athletes were included on the basis of outstanding results and
participating at least one year in professional basketball. Complete
echocardiographic examination was performed according to protocol which included
M-mode, 2D and color Doppler. Systolic and diastolic morphologic and functional
parameters were assessed and compared to normal values related to the age. RESULTS:
Stature of studied athletes exceeded the 95 percentile. There were no significant
differences in morphological parameters of the heart. Mitral incompetence (at least
II grade) was a common finding in this group (37%). In the group exhibiting
marphanoid habitus, mitral incompetence was present in all except one case (89%).
CONCLUSIONS: Tall stature being favorable in basketball promotes athletes with
marphanoid habitus which have higher risk of mitral incompetence.
"	Siniawski A|Szyszka A|Gwizdała A|Płońska E|Cieśliński A	Akademia Medyczna w Poznaniu	Polski merkuriusz lekarski : organ Polskiego Towarzystwa Lekarskiego	6/20/06 9:00
24531435	Differences in lower-body stiffness between levels of netball competition.	"There are many notable differences in physical and skill attributes between competition levels, especially in team sports. Stiffness is an important mechanical
factor to measure when considering athletic performance and injury incidence. Active
vertical stiffness (K(vert)) during hopping and passive stiffness during lying and
standing were measured during the preseason period for 46 female netballers (24.0 ±
3.7 years, 72.2 ± 7.6 kg, 175.2 ± 6.7 cm). Participants were classified as elite,
sub-elite, representative or recreational based on their current level of
competition. A 1-way analysis of variance revealed that elite players possessed
significantly higher K(vert) than recreational players (p = 0.018). Large effect
sizes (ES) suggested that elite players also possessed higher K(vert) than sub-elite
(d = 1.11) and representative (d = 1.11) players. A number of large and moderate ES
were also present when comparing the passive stiffness of elite players to their
lower-ranked counterparts. The results of this study suggest that elite players
possess higher levels of active stiffness when compared with their lower-ranked
counterparts. The differences in stiffness levels may contribute to a player's
ability to physically perform at an elite level and also provide one explanation
into elevated rates of injury at higher levels of competition.
"	Pruyn EC|Watsford ML|Murphy AJ	University of Technology Sydney|University of New Engl	Journal of strength and conditioning research	2/18/14 6:00
27015636	The Advantage of Playing Home in NBA: Microscopic, Team-Specific and Evolving	"The idea that the success rate of a team increases when playing home is broadly accepted and documented for a wide variety of sports. Investigations on the
so-called ""home advantage phenomenon"" date back to the 70's and ever since has
attracted the attention of scholars and sport enthusiasts. These studies have been
mainly focused on identifying the phenomenon and trying to correlate it with
external factors such as crowd noise and referee bias. Much less is known about the
effects of home advantage in the ""microscopic"" dynamics of the game (within the
game) or possible team-specific and evolving features of this phenomenon. Here we
present a detailed study of these previous features in the National Basketball
Association (NBA). By analyzing play-by-play events of more than sixteen thousand
games that span thirteen NBA seasons, we have found that home advantage affects the
microscopic dynamics of the game by increasing the scoring rates and decreasing the
time intervals between scores of teams playing home. We verified that these two
features are different among the NBA teams, for instance, the scoring rate of the
Cleveland Cavaliers team is increased ≈0.16 points per minute (on average the
seasons 2004-05 to 2013-14) when playing home, whereas for the New Jersey Nets (now
the Brooklyn Nets) this rate increases in only ≈0.04 points per minute. We further
observed that these microscopic features have evolved over time in a non-trivial
manner when analyzing the results team-by-team. However, after averaging over all
teams some regularities emerge; in particular, we noticed that the average
differences in the scoring rates and in the characteristic times (related to the
time intervals between scores) have slightly decreased over time, suggesting a
weakening of the phenomenon. This study thus adds evidence of the home advantage
phenomenon and contributes to a deeper understanding of this effect over the course
of games.
"	Ribeiro HV|Mukherjee S|Zeng XH	Groupon	PloS one	3/26/16 6:00
27863189	Hemophilia in Sports: A Case Report and Prophylactic Protocol.	"OBJECTIVE:  To describe a successful prophylactic protocol for managing an athlete with hemophilia playing at a high level of contact sports. BACKGROUND:  Published
data show that team physicians are not comfortable either treating athletes with
bleeding disorders or allowing them to participate in contact sports. Much of the
literature historically has recommended against allowing athletes with bleeding
disorders to play sports at all and certainly against playing contact sports.
Hemophilia treatment can now include prophylactic injections of recombinant factor
VIII to prevent bleeding episodes. Modern treatments hold the promise of allowing
athletes with hemophilia to participate in contact sports. DIFFERENTIAL DIAGNOSIS:
Mild, moderate, or severe hemophilia; von Willebrand disease; other factor
deficiencies. TREATMENT:  A treatment protocol was developed that included
prophylactic factor VIII injections on a regular basis and when the athlete was
injured. UNIQUENESS:  This is the first published case report of an athlete with
known hemophilia being successfully treated and participating in National Collegiate
Athletic Association collegiate basketball for 2 full seasons. CONCLUSIONS:  Sports
medicine teams can successfully manage an athlete with hemophilia playing a contact
sport.
"	Maffet M|Roton J Jr	St John's School	Journal of athletic training	11/20/16 6:00
22457892	The disgrace of commodification and shameful convenience: a critical race critique	"This essay positions sport as a pedagogical social institution from which people learn about race, gender, power, and privilege. The National Basketball Association
is examined closely with a critical race lens with regard to the commodification of
Black masculinity. A critical race analysis reveals the sharp contradictions between
the league’s progressive image as an “industry leader” of racial diversity
(Lapchick, Bustamante, & Ruiz, 2007, p.1) and the actualization of league discourse,
policy, and practice.
"	Griffin RA	Southern Illinois University at Carbondale.	Journal of black studies	3/31/12 6:00
27634106	Scarred for the Rest of My Career? Career-Long Effects of Abusive Leadership on	"Based on the contention that leadership has sustained effects on followers even after the leader-follower relationship has ended, we investigated the career-long
effects of abusive coach leadership on athlete aggression and task performance.
Abusive leadership scores were derived from ratings by two independent raters'
evaluations of coaches' biographies, and athlete aggression and task performance
data were derived from objective sources. Data were obtained from players (N = 693)
and coaches (N = 57) involved in the National Basketball Association (NBA) between
the 2000-2001 and 2005-2006 seasons. Controlling for tenure, salary, team winning
percentage, and absence due to injuries, multilevel modeling showed that exposure to
abusive leadership influenced both the trajectory of psychological aggression and
task performance over players' careers. These findings suggest that the effects of
abusive leadership extend far longer than currently acknowledged, thus furthering
our understanding of the nature and effects of abusive leadership.
"	Carleton EL|Barling J|Christie AM|Trivisonno M|Tulloch K|Beauchamp MR	3 University of British Columbia.	Journal of sport & exercise psychology	9/17/16 6:00
22742077	Preventing ACL injuries in team-sport athletes: a systematic review of training	"The purpose of this systematic review was to assess the efficacy of training interventions aimed to prevent and to reduce anterior cruciate ligament injury
(ACLI) rates in team sport players. We searched MEDLINE from January 1991 to July
2011 using the terms knee, ACL, anterior cruciate ligament, injury, prevention,
training, exercise, and intervention. Nine out of 708 articles met the inclusion
criteria and were independently rated by two reviewers using the McMaster
Occupational Therapy Evidence-Based Practice Research Group scale. Consensus scores
ranged from 3 to 8 out of 10. Seven out of nine studies demonstrated that training
interventions have a preventive effect on ACLI. Collectively, the studies indicate
there is moderate evidence to support the use of multifaceted training
interventions, which consisted of stretching, proprioception, strength, plyometric
and agility drills with additional verbal and/or visual feedback on proper landing
technique to decrease the rate of ACLIs in team sport female athletes, while the
paucity of data preclude any conclusions for male athletes.
"	Stojanovic MD|Ostojic SM	Center for Health	Research in sports medicine (Print)	6/30/12 6:00
23649796	The expert advantage in dynamic pattern recall persists across both attended and	"We examined how differences in attention influence how expert and novice basketball players encode into memory the specific structural information contained within
patterns of play from their sport. Our participants were primed during a typical
recall task to focus attention on either attacking or defending player formations
before being asked to recall the attended or unattended portion of the pattern.
Adherence to the instructional set was confirmed through an analysis of gaze
distributions. Recall performance was superior for the experts relative to the
novices across both the attended and unattended attacking and defensive pattern
structures. Expert recall of attacker positions was unchanged with and without
attention, whereas recall accuracy for the positions of defenders diminished without
attention, as did the novices' recall of both attack and defense formations. The
findings suggest that experienced performers are better than novices at encoding the
elements from a complex and dynamic pattern in the absence of focused attention,
with this advantage being especially evident in relation to the recall of attacking
structure. Some revision of long-term memory theories of expertise will be necessary
to accommodate these findings.
"	Gorman AD|Abernethy B|Farrow D	Australian Institute of Sport	Attention, perception & psychophysics	5/8/13 6:00
12137300	Pragmatic validity of the combined model of expert system for assessment and	"The authors presumed that it was possible to replace certain criteria of the expert system aimed at evaluating actual quality of basketball players, proposed by Trninić
et al., with the corresponding indicators of situation-related efficiency (official
statistics of the game). Hence, the aim of this study is to verify the potential of
establishing such a combined model of expert system that would consist of both the
evaluation criteria and certain number of objectively measurable aspects of actual
quality (player's partial performance or playing efficiency) and to determine its
pragmatic validity. To achieve the aim the sample comprised of 60 basketball players
that were competing in the Croatian First Division League in the 1998/99 season was
tested. The sample and their quality of play was described by the two different
types of data: 1) the 13 situation-related efficiency data (FIBA statistics of the
game) utilized to objectively assess performance or playing effectiveness of
players, collected at 132 games played by 12 teams, and 2) the evaluation data,
subjectively assessing actual quality of players, i.e. their perceived overall
performance, collected at the end of the season from the 10 basketball trainers. On
the basis of relatively high correlations within the 7 pairs of mutually equivalent
variables (from 0.63 to 0.84) and the extremely high correlation (0.97) obtained
between the perceived overall performance (actual quality), subjectively assessed
with respect to the 19 criteria of the original expert evaluation system, and the
overall performance (actual quality) assessed by the combined model (where the 8
evaluation criteria had been replaced by the 7 corresponding indicators ofplaying
efficiency), it is feasible to consider the combined model of expert system as an
acceptable tool for more objective and economical assessment of actual quality of
basketball players.
"	Trninić S|Dizdar D|Dezman B	Basketball Club Cibona	Collegium antropologicum	7/26/02 10:00
